train,same_sub,diff_sub,feat
MSC06,0.95,0.71,527
MSC07,0.97,0.7,527
MSC10,0.89,0.62,527
MSC01,0.95,0.58,532
MSC02,0.97,0.69,532
MSC03,0.96,0.73,532
MSC04,0.97,0.74,532
MSC05,1.0,0.73,532
MSC06,0.95,0.65,532
MSC07,1.0,0.77,532
MSC10,0.86,0.69,532
MSC01,0.94,0.65,536
MSC02,0.97,0.75,536
MSC03,0.95,0.78,536
MSC04,1.0,0.65,536
MSC05,0.96,0.57,536
MSC06,0.94,0.74,536
MSC07,0.95,0.73,536
MSC10,0.96,0.77,536
MSC01,0.97,0.74,541
MSC02,0.94,0.71,541
MSC03,0.9,0.67,541
MSC04,0.96,0.72,541
MSC05,0.99,0.59,541
MSC06,0.95,0.73,541
MSC07,0.97,0.73,541
MSC10,0.93,0.57,541
MSC01,0.99,0.6,545
MSC02,0.96,0.65,545
MSC03,0.95,0.63,545
MSC04,0.97,0.72,545
MSC05,0.97,0.7,545
MSC06,0.96,0.65,545
MSC07,0.93,0.66,545
MSC10,0.93,0.66,545
MSC01,0.97,0.63,550
MSC02,0.93,0.78,550
MSC03,0.95,0.67,550
MSC04,0.97,0.58,550
MSC05,0.97,0.59,550
MSC06,0.96,0.75,550
MSC07,0.97,0.77,550
MSC10,0.88,0.59,550
MSC01,0.94,0.61,555
MSC02,0.88,0.61,555
MSC03,0.95,0.7,555
MSC04,0.97,0.58,555
MSC05,0.96,0.63,555
MSC06,0.95,0.73,555
MSC07,0.97,0.71,555
MSC10,0.95,0.65,555
MSC01,0.97,0.63,559
MSC02,0.93,0.65,559
MSC03,0.94,0.66,559
MSC04,0.96,0.61,559
MSC05,0.99,0.71,559
MSC06,0.99,0.7,559
MSC07,0.99,0.78,559
MSC10,0.91,0.59,559
MSC01,0.97,0.63,564
MSC02,0.94,0.65,564
MSC03,0.91,0.66,564
MSC04,1.0,0.64,564
MSC05,0.99,0.69,564
MSC06,0.97,0.7,564
MSC07,0.99,0.72,564
MSC10,0.91,0.58,564
MSC01,0.96,0.68,569
MSC02,0.96,0.76,569
MSC03,0.94,0.71,569
MSC04,0.96,0.75,569
MSC05,0.99,0.75,569
MSC06,0.95,0.74,569
MSC07,0.95,0.74,569
MSC10,0.91,0.66,569
MSC01,0.97,0.59,574
MSC02,0.97,0.72,574
MSC03,0.89,0.69,574
MSC04,0.95,0.74,574
MSC05,0.96,0.63,574
MSC06,0.95,0.76,574
MSC07,0.99,0.75,574
MSC10,0.93,0.66,574
MSC01,0.99,0.62,579
MSC02,0.96,0.74,579
MSC03,0.91,0.71,579
MSC04,0.94,0.59,579
MSC05,0.99,0.7,579
MSC06,0.96,0.69,579
MSC07,0.96,0.66,579
MSC10,0.94,0.54,579
MSC01,0.97,0.58,584
MSC02,0.95,0.77,584
MSC03,0.9,0.7,584
MSC04,0.95,0.75,584
MSC05,0.97,0.69,584
MSC06,0.94,0.69,584
MSC07,0.96,0.72,584
MSC10,0.91,0.62,584
MSC01,0.97,0.56,589
MSC02,0.96,0.75,589
MSC03,0.97,0.69,589
MSC04,0.99,0.69,589
MSC05,0.99,0.57,589
MSC06,0.93,0.77,589
MSC07,0.96,0.66,589
MSC10,0.9,0.61,589
MSC01,0.99,0.53,594
MSC02,0.96,0.73,594
MSC03,0.9,0.69,594
MSC04,0.93,0.71,594
MSC05,0.97,0.67,594
MSC06,0.95,0.71,594
MSC07,0.97,0.76,594
MSC10,0.96,0.56,594
MSC01,0.99,0.74,599
MSC02,0.97,0.76,599
MSC03,0.94,0.76,599
MSC04,0.97,0.78,599
MSC05,0.99,0.77,599
MSC06,0.99,0.72,599
MSC07,0.97,0.76,599
MSC10,0.91,0.66,599
MSC01,0.97,0.54,604
MSC02,0.95,0.73,604
MSC03,0.91,0.75,604
MSC04,0.97,0.63,604
MSC05,1.0,0.7,604
MSC06,0.95,0.75,604
MSC07,1.0,0.72,604
MSC10,0.94,0.69,604
MSC01,0.94,0.59,609
MSC02,0.96,0.69,609
MSC03,0.96,0.68,609
MSC04,0.96,0.65,609
MSC05,1.0,0.57,609
MSC06,0.95,0.73,609
MSC07,0.96,0.73,609
MSC10,0.85,0.73,609
MSC01,1.0,0.68,615
MSC02,0.95,0.76,615
MSC03,0.95,0.73,615
MSC04,0.97,0.74,615
MSC05,0.97,0.72,615
MSC06,0.97,0.7,615
MSC07,0.97,0.71,615
MSC10,0.94,0.67,615
MSC01,0.91,0.57,620
MSC02,0.99,0.73,620
MSC03,0.94,0.69,620
MSC04,0.97,0.74,620
MSC05,0.97,0.61,620
MSC06,0.96,0.74,620
MSC07,0.97,0.76,620
MSC10,0.9,0.68,620
MSC01,0.95,0.71,625
MSC02,0.93,0.75,625
MSC03,0.97,0.73,625
MSC04,1.0,0.73,625
MSC05,0.99,0.71,625
MSC06,0.97,0.76,625
MSC07,0.96,0.77,625
MSC10,0.91,0.66,625
MSC01,0.94,0.53,630
MSC02,0.95,0.77,630
MSC03,0.97,0.69,630
MSC04,0.97,0.7,630
MSC05,0.99,0.71,630
MSC06,0.97,0.64,630
MSC07,0.99,0.72,630
MSC10,0.89,0.66,630
MSC01,0.97,0.62,636
MSC02,0.97,0.66,636
MSC03,0.99,0.65,636
MSC04,0.96,0.56,636
MSC05,0.99,0.64,636
MSC06,0.95,0.75,636
MSC07,1.0,0.71,636
MSC10,0.91,0.55,636
MSC01,0.96,0.67,641
MSC02,0.96,0.73,641
MSC03,0.9,0.7,641
MSC04,0.99,0.61,641
MSC05,0.96,0.7,641
MSC06,0.97,0.75,641
MSC07,0.99,0.69,641
MSC10,0.94,0.59,641
MSC01,0.99,0.52,647
MSC02,0.97,0.8,647
MSC03,0.99,0.71,647
MSC04,0.94,0.61,647
MSC05,0.97,0.59,647
MSC06,0.94,0.7,647
MSC07,0.97,0.76,647
MSC10,0.91,0.54,647
MSC01,0.95,0.54,652
MSC02,0.97,0.77,652
MSC03,0.93,0.68,652
MSC04,0.97,0.65,652
MSC05,0.99,0.58,652
MSC06,0.96,0.7,652
MSC07,0.96,0.68,652
MSC10,0.95,0.61,652
MSC01,0.99,0.54,658
MSC02,0.93,0.63,658
MSC03,0.94,0.71,658
MSC04,0.96,0.72,658
MSC05,0.99,0.73,658
MSC06,0.95,0.75,658
MSC07,0.95,0.75,658
MSC10,0.9,0.61,658
MSC01,0.96,0.62,664
MSC02,0.94,0.71,664
MSC03,0.95,0.75,664
MSC04,0.94,0.63,664
MSC05,0.97,0.76,664
MSC06,0.93,0.71,664
MSC07,0.99,0.78,664
MSC10,0.9,0.6,664
MSC01,1.0,0.66,669
MSC02,0.93,0.76,669
MSC03,0.9,0.71,669
MSC04,0.96,0.63,669
MSC05,0.99,0.71,669
MSC06,0.93,0.69,669
MSC07,0.95,0.72,669
MSC10,0.94,0.64,669
MSC01,0.97,0.6,675
MSC02,0.93,0.71,675
MSC03,0.99,0.74,675
MSC04,1.0,0.64,675
MSC05,1.0,0.74,675
MSC06,0.97,0.77,675
MSC07,0.99,0.77,675
MSC10,0.89,0.67,675
MSC01,0.96,0.68,681
MSC02,0.95,0.76,681
MSC03,0.95,0.77,681
MSC04,0.96,0.66,681
MSC05,0.97,0.67,681
MSC06,0.91,0.72,681
MSC07,0.99,0.71,681
MSC10,0.95,0.73,681
MSC01,0.97,0.65,687
MSC02,0.94,0.74,687
MSC03,0.97,0.69,687
MSC04,0.97,0.63,687
MSC05,0.99,0.65,687
MSC06,0.97,0.66,687
MSC07,0.94,0.68,687
MSC10,0.9,0.6,687
MSC01,0.96,0.58,693
MSC02,0.97,0.7,693
MSC03,0.86,0.6,693
MSC04,0.97,0.73,693
MSC05,0.97,0.68,693
MSC06,0.94,0.74,693
MSC07,0.95,0.7,693
MSC10,0.93,0.68,693
MSC01,0.99,0.73,698
MSC02,0.96,0.64,698
MSC03,0.99,0.76,698
MSC04,0.95,0.69,698
MSC05,0.97,0.67,698
MSC06,0.97,0.72,698
MSC07,1.0,0.73,698
MSC10,0.93,0.61,698
MSC01,1.0,0.73,704
MSC02,0.94,0.75,704
MSC03,0.97,0.74,704
MSC04,0.93,0.69,704
MSC05,0.99,0.69,704
MSC06,0.95,0.79,704
MSC07,0.94,0.71,704
MSC10,0.9,0.72,704
MSC01,0.99,0.6,710
MSC02,0.97,0.77,710
MSC03,0.97,0.73,710
MSC04,0.99,0.67,710
MSC05,0.99,0.66,710
MSC06,0.96,0.72,710
MSC07,0.99,0.76,710
MSC10,0.94,0.72,710
MSC01,0.97,0.59,717
MSC02,0.95,0.77,717
MSC03,0.9,0.71,717
MSC04,0.94,0.71,717
MSC05,0.97,0.64,717
MSC06,0.94,0.6,717
MSC07,0.96,0.68,717
MSC10,0.96,0.7,717
MSC01,0.97,0.65,723
MSC02,0.95,0.67,723
MSC03,0.9,0.76,723
MSC04,0.97,0.71,723
MSC05,0.99,0.68,723
MSC06,0.95,0.77,723
MSC07,0.97,0.74,723
MSC10,0.93,0.62,723
MSC01,0.97,0.66,729
MSC02,0.96,0.77,729
MSC03,0.95,0.74,729
MSC04,0.95,0.7,729
MSC05,0.99,0.7,729
MSC06,0.97,0.75,729
MSC07,0.93,0.73,729
MSC10,0.96,0.7,729
MSC01,0.99,0.55,735
MSC02,0.99,0.71,735
MSC03,0.96,0.73,735
MSC04,0.97,0.57,735
MSC05,0.99,0.7,735
MSC06,0.94,0.62,735
MSC07,0.97,0.73,735
MSC10,0.94,0.63,735
MSC01,0.96,0.54,741
MSC02,0.95,0.74,741
MSC03,0.96,0.74,741
MSC04,0.97,0.59,741
MSC05,0.97,0.64,741
MSC06,0.96,0.7,741
MSC07,0.97,0.68,741
MSC10,0.94,0.64,741
MSC01,0.97,0.62,748
MSC02,0.95,0.76,748
MSC03,0.97,0.71,748
MSC04,0.97,0.74,748
MSC05,0.97,0.67,748
MSC06,0.96,0.84,748
MSC07,0.99,0.67,748
MSC10,0.94,0.61,748
MSC01,0.94,0.62,754
MSC02,0.95,0.74,754
MSC03,0.99,0.66,754
MSC04,0.96,0.67,754
MSC05,0.96,0.66,754
MSC06,0.91,0.75,754
MSC07,0.97,0.78,754
MSC10,0.94,0.65,754
MSC01,0.96,0.65,761
MSC02,0.94,0.78,761
MSC03,0.91,0.71,761
MSC04,0.96,0.67,761
MSC05,0.99,0.74,761
MSC06,0.97,0.74,761
MSC07,1.0,0.69,761
MSC10,0.95,0.7,761
MSC01,0.99,0.7,767
MSC02,0.96,0.68,767
MSC03,0.96,0.67,767
MSC04,0.97,0.62,767
MSC05,0.97,0.7,767
MSC06,0.96,0.78,767
MSC07,0.99,0.73,767
MSC10,0.99,0.63,767
MSC01,0.97,0.68,774
MSC02,0.95,0.72,774
MSC03,0.95,0.7,774
MSC04,0.95,0.72,774
MSC05,0.99,0.7,774
MSC06,0.99,0.76,774
MSC07,0.97,0.77,774
MSC10,0.91,0.66,774
MSC01,0.94,0.57,780
MSC02,0.96,0.65,780
MSC03,0.93,0.67,780
MSC04,0.95,0.59,780
MSC05,0.97,0.69,780
MSC06,0.95,0.74,780
MSC07,0.99,0.7,780
MSC10,0.94,0.66,780
MSC01,0.99,0.58,787
MSC02,0.99,0.7,787
MSC03,0.93,0.76,787
MSC04,0.96,0.71,787
MSC05,0.99,0.69,787
MSC06,0.97,0.76,787
MSC07,0.99,0.77,787
MSC10,0.91,0.61,787
MSC01,1.0,0.61,794
MSC02,0.99,0.81,794
MSC03,0.99,0.77,794
MSC04,0.99,0.69,794
MSC05,0.99,0.72,794
MSC06,0.94,0.78,794
MSC07,1.0,0.78,794
MSC10,0.89,0.59,794
MSC01,0.96,0.57,801
MSC02,0.99,0.76,801
MSC03,0.93,0.73,801
MSC04,1.0,0.69,801
MSC05,0.97,0.58,801
MSC06,0.95,0.68,801
MSC07,0.99,0.72,801
MSC10,0.93,0.69,801
MSC01,0.97,0.59,807
MSC02,0.99,0.75,807
MSC03,0.96,0.72,807
MSC04,0.96,0.68,807
MSC05,1.0,0.64,807
MSC06,0.97,0.81,807
MSC07,0.99,0.73,807
MSC10,0.94,0.59,807
MSC01,0.96,0.64,814
MSC02,0.99,0.74,814
MSC03,1.0,0.72,814
MSC04,0.99,0.65,814
MSC05,0.99,0.68,814
MSC06,0.97,0.74,814
MSC07,0.99,0.71,814
MSC10,0.9,0.58,814
MSC01,1.0,0.65,821
MSC02,0.96,0.66,821
MSC03,0.95,0.74,821
MSC04,1.0,0.65,821
MSC05,0.99,0.71,821
MSC06,0.97,0.73,821
MSC07,0.95,0.72,821
MSC10,0.96,0.66,821
MSC01,0.95,0.59,828
MSC02,0.96,0.79,828
MSC03,1.0,0.73,828
MSC04,0.95,0.71,828
MSC05,0.96,0.61,828
MSC06,0.96,0.79,828
MSC07,1.0,0.75,828
MSC10,0.9,0.62,828
MSC01,1.0,0.64,836
MSC02,0.95,0.74,836
MSC03,0.95,0.72,836
MSC04,1.0,0.74,836
MSC05,0.99,0.6,836
MSC06,1.0,0.73,836
MSC07,0.99,0.76,836
MSC10,0.91,0.56,836
MSC01,0.96,0.62,843
MSC02,0.97,0.75,843
MSC03,0.99,0.76,843
MSC04,0.96,0.76,843
MSC05,0.99,0.71,843
MSC06,0.97,0.76,843
MSC07,1.0,0.76,843
MSC10,0.96,0.64,843
MSC01,0.97,0.69,850
MSC02,0.95,0.79,850
MSC03,0.91,0.69,850
MSC04,0.99,0.64,850
MSC05,0.99,0.72,850
MSC06,0.93,0.77,850
MSC07,0.97,0.78,850
MSC10,0.91,0.71,850
MSC01,0.99,0.67,857
MSC02,0.96,0.73,857
MSC03,0.96,0.76,857
MSC04,0.96,0.67,857
MSC05,0.95,0.71,857
MSC06,0.96,0.77,857
MSC07,0.97,0.72,857
MSC10,0.94,0.63,857
MSC01,0.95,0.53,865
MSC02,0.97,0.74,865
MSC03,0.91,0.71,865
MSC04,0.91,0.73,865
MSC05,0.97,0.73,865
MSC06,0.95,0.73,865
MSC07,0.97,0.74,865
MSC10,0.95,0.63,865
MSC01,0.96,0.66,872
MSC02,0.96,0.8,872
MSC03,0.9,0.72,872
MSC04,0.96,0.73,872
MSC05,0.97,0.6,872
MSC06,0.95,0.72,872
MSC07,0.96,0.76,872
MSC10,0.91,0.68,872
MSC01,0.97,0.63,879
MSC02,0.93,0.79,879
MSC03,0.96,0.73,879
MSC04,0.94,0.62,879
MSC05,1.0,0.63,879
MSC06,0.95,0.78,879
MSC07,0.97,0.8,879
MSC10,0.94,0.69,879
MSC01,0.99,0.6,887
MSC02,0.96,0.72,887
MSC03,0.97,0.76,887
MSC04,0.96,0.64,887
MSC05,0.99,0.66,887
MSC06,0.96,0.69,887
MSC07,0.94,0.74,887
MSC10,0.9,0.59,887
MSC01,0.95,0.54,895
MSC02,0.96,0.69,895
MSC03,0.94,0.69,895
MSC04,0.99,0.75,895
MSC05,0.99,0.67,895
MSC06,0.97,0.74,895
MSC07,0.99,0.69,895
MSC10,0.9,0.62,895
MSC01,1.0,0.64,902
MSC02,0.97,0.68,902
MSC03,0.93,0.75,902
MSC04,0.96,0.63,902
MSC05,0.97,0.69,902
MSC06,0.97,0.67,902
MSC07,0.97,0.7,902
MSC10,0.94,0.61,902
MSC01,0.97,0.53,910
MSC02,0.94,0.74,910
MSC03,0.96,0.65,910
MSC04,0.96,0.64,910
MSC05,0.96,0.63,910
MSC06,0.96,0.71,910
MSC07,0.99,0.76,910
MSC10,0.96,0.57,910
MSC01,0.97,0.55,918
MSC02,0.99,0.7,918
MSC03,0.95,0.76,918
MSC04,0.99,0.64,918
MSC05,0.99,0.66,918
MSC06,0.97,0.71,918
MSC07,0.97,0.71,918
MSC10,0.96,0.66,918
MSC01,0.96,0.61,926
MSC02,0.96,0.76,926
MSC03,0.96,0.75,926
MSC04,1.0,0.51,926
MSC05,1.0,0.7,926
MSC06,0.97,0.73,926
MSC07,0.94,0.72,926
MSC10,0.9,0.57,926
MSC01,0.99,0.63,934
MSC02,0.95,0.76,934
MSC03,0.97,0.73,934
MSC04,0.97,0.79,934
MSC05,0.99,0.74,934
MSC06,0.97,0.72,934
MSC07,0.99,0.78,934
MSC10,0.94,0.63,934
MSC01,0.96,0.55,942
MSC02,0.99,0.73,942
MSC03,0.91,0.74,942
MSC04,0.97,0.59,942
MSC05,0.99,0.69,942
MSC06,0.97,0.71,942
MSC07,0.99,0.7,942
MSC10,0.93,0.63,942
MSC01,0.99,0.64,950
MSC02,0.97,0.77,950
MSC03,0.91,0.77,950
MSC04,0.99,0.75,950
MSC05,0.97,0.69,950
MSC06,0.97,0.67,950
MSC07,0.99,0.77,950
MSC10,0.91,0.57,950
MSC01,0.96,0.7,958
MSC02,0.97,0.81,958
MSC03,0.93,0.7,958
MSC04,0.95,0.75,958
MSC05,0.99,0.72,958
MSC06,0.93,0.68,958
MSC07,0.97,0.77,958
MSC10,0.88,0.64,958
MSC01,0.95,0.74,966
MSC02,0.94,0.69,966
MSC03,0.94,0.73,966
MSC04,0.97,0.75,966
MSC05,0.97,0.77,966
MSC06,0.99,0.73,966
MSC07,0.99,0.75,966
MSC10,0.93,0.65,966
MSC01,0.96,0.63,974
MSC02,0.95,0.75,974
MSC03,0.9,0.73,974
MSC04,0.99,0.75,974
MSC05,0.99,0.7,974
MSC06,0.96,0.76,974
MSC07,0.99,0.7,974
MSC10,0.9,0.65,974
MSC01,0.97,0.62,983
MSC02,0.94,0.75,983
MSC03,0.99,0.74,983
MSC04,1.0,0.64,983
MSC05,0.99,0.67,983
MSC06,0.97,0.65,983
MSC07,0.99,0.75,983
MSC10,0.95,0.68,983
MSC01,0.99,0.57,991
MSC02,0.94,0.77,991
MSC03,0.94,0.79,991
MSC04,1.0,0.64,991
MSC05,0.99,0.6,991
MSC06,0.95,0.77,991
MSC07,1.0,0.76,991
MSC10,0.94,0.54,991
MSC01,0.95,0.6,1000
MSC02,0.94,0.77,1000
MSC03,0.91,0.77,1000
MSC04,1.0,0.73,1000
MSC05,0.99,0.71,1000
MSC06,0.97,0.74,1000
MSC07,0.96,0.78,1000
MSC10,0.93,0.71,1000
MSC01,0.97,0.68,1008
MSC02,0.95,0.78,1008
MSC03,0.96,0.72,1008
MSC04,0.96,0.65,1008
MSC05,0.97,0.77,1008
MSC06,1.0,0.74,1008
MSC07,1.0,0.73,1008
MSC10,0.91,0.72,1008
MSC01,0.99,0.57,1017
MSC02,0.97,0.73,1017
MSC03,0.95,0.73,1017
MSC04,0.99,0.67,1017
MSC05,0.99,0.7,1017
MSC06,0.97,0.78,1017
MSC07,0.96,0.69,1017
MSC10,0.94,0.6,1017
MSC01,1.0,0.64,1025
MSC02,0.97,0.86,1025
MSC03,0.99,0.73,1025
MSC04,0.99,0.62,1025
MSC05,0.99,0.74,1025
MSC06,0.96,0.73,1025
MSC07,0.96,0.78,1025
MSC10,0.94,0.59,1025
MSC01,0.95,0.62,1034
MSC02,0.95,0.72,1034
MSC03,0.91,0.72,1034
MSC04,0.97,0.64,1034
MSC05,0.99,0.63,1034
MSC06,0.96,0.71,1034
MSC07,0.99,0.76,1034
MSC10,0.95,0.67,1034
MSC01,0.97,0.57,1043
MSC02,0.94,0.74,1043
MSC03,0.97,0.76,1043
MSC04,1.0,0.7,1043
MSC05,0.97,0.65,1043
MSC06,0.95,0.72,1043
MSC07,1.0,0.73,1043
MSC10,0.94,0.68,1043
MSC01,0.97,0.64,1052
MSC02,0.9,0.74,1052
MSC03,0.9,0.77,1052
MSC04,0.95,0.65,1052
MSC05,0.97,0.65,1052
MSC06,0.99,0.76,1052
MSC07,0.99,0.76,1052
MSC10,0.93,0.65,1052
MSC01,0.97,0.68,1061
MSC02,0.94,0.7,1061
MSC03,0.97,0.79,1061
MSC04,0.97,0.64,1061
MSC05,0.99,0.6,1061
MSC06,0.97,0.73,1061
MSC07,0.99,0.74,1061
MSC10,0.95,0.63,1061
MSC01,0.97,0.61,1070
MSC02,0.94,0.76,1070
MSC03,0.97,0.76,1070
MSC04,0.95,0.65,1070
MSC05,0.99,0.73,1070
MSC06,0.95,0.77,1070
MSC07,0.99,0.77,1070
MSC10,0.93,0.68,1070
MSC01,0.97,0.59,1079
MSC02,0.96,0.68,1079
MSC03,0.95,0.75,1079
MSC04,0.97,0.7,1079
MSC05,0.99,0.63,1079
MSC06,0.95,0.81,1079
MSC07,0.93,0.77,1079
MSC10,0.93,0.59,1079
MSC01,1.0,0.7,1089
MSC02,0.97,0.8,1089
MSC03,0.95,0.68,1089
MSC04,0.99,0.68,1089
MSC05,0.99,0.76,1089
MSC06,0.96,0.77,1089
MSC07,1.0,0.74,1089
MSC10,0.95,0.64,1089
MSC01,0.99,0.67,1098
MSC02,0.94,0.8,1098
MSC03,0.95,0.74,1098
MSC04,0.99,0.56,1098
MSC05,0.99,0.74,1098
MSC06,0.96,0.79,1098
MSC07,0.97,0.78,1098
MSC10,0.94,0.59,1098
MSC01,0.97,0.64,1107
MSC02,0.94,0.73,1107
MSC03,0.97,0.73,1107
MSC04,1.0,0.67,1107
MSC05,0.97,0.62,1107
MSC06,0.97,0.75,1107
MSC07,1.0,0.73,1107
MSC10,0.94,0.71,1107
MSC01,0.97,0.62,1117
MSC02,0.96,0.72,1117
MSC03,0.96,0.74,1117
MSC04,1.0,0.66,1117
MSC05,0.97,0.66,1117
MSC06,0.97,0.83,1117
MSC07,0.99,0.78,1117
MSC10,0.95,0.63,1117
MSC01,0.94,0.57,1126
MSC02,0.99,0.8,1126
MSC03,0.91,0.73,1126
MSC04,0.97,0.61,1126
MSC05,1.0,0.68,1126
MSC06,0.97,0.76,1126
MSC07,0.99,0.66,1126
MSC10,0.94,0.68,1126
MSC01,0.97,0.53,1136
MSC02,0.97,0.77,1136
MSC03,1.0,0.73,1136
MSC04,0.95,0.69,1136
MSC05,1.0,0.62,1136
MSC06,0.97,0.8,1136
MSC07,0.97,0.77,1136
MSC10,0.93,0.61,1136
MSC01,0.99,0.59,1146
MSC02,0.95,0.77,1146
MSC03,0.97,0.69,1146
MSC04,0.97,0.65,1146
MSC05,0.97,0.67,1146
MSC06,0.97,0.76,1146
MSC07,0.99,0.75,1146
MSC10,0.93,0.66,1146
MSC01,0.97,0.59,1156
MSC02,0.96,0.82,1156
MSC03,0.97,0.7,1156
MSC04,0.95,0.6,1156
MSC05,0.99,0.76,1156
MSC06,0.97,0.79,1156
MSC07,0.99,0.75,1156
MSC10,0.97,0.73,1156
MSC01,0.99,0.62,1165
MSC02,0.97,0.81,1165
MSC03,0.94,0.77,1165
MSC04,1.0,0.73,1165
MSC05,0.99,0.68,1165
MSC06,0.96,0.74,1165
MSC07,0.96,0.73,1165
MSC10,0.91,0.64,1165
MSC01,0.97,0.59,1175
MSC02,0.94,0.65,1175
MSC03,0.99,0.7,1175
MSC04,0.97,0.65,1175
MSC05,0.96,0.7,1175
MSC06,0.97,0.76,1175
MSC07,0.97,0.79,1175
MSC10,0.91,0.58,1175
MSC01,0.99,0.6,1185
MSC02,0.97,0.77,1185
MSC03,0.93,0.77,1185
MSC04,0.99,0.7,1185
MSC05,0.99,0.72,1185
MSC06,0.95,0.82,1185
MSC07,0.99,0.76,1185
MSC10,0.91,0.66,1185
MSC01,0.97,0.57,1196
MSC02,0.97,0.75,1196
MSC03,1.0,0.72,1196
MSC04,0.97,0.71,1196
MSC05,0.97,0.65,1196
MSC06,0.99,0.76,1196
MSC07,0.99,0.67,1196
MSC10,0.93,0.59,1196
MSC01,1.0,0.66,1206
MSC02,0.99,0.81,1206
MSC03,0.86,0.75,1206
MSC04,1.0,0.66,1206
MSC05,0.99,0.74,1206
MSC06,0.93,0.75,1206
MSC07,0.97,0.79,1206
MSC10,0.93,0.6,1206
MSC01,0.99,0.61,1216
MSC02,0.93,0.78,1216
MSC03,0.99,0.73,1216
MSC04,0.99,0.78,1216
MSC05,0.97,0.67,1216
MSC06,0.96,0.82,1216
MSC07,0.97,0.76,1216
MSC10,0.95,0.7,1216
MSC01,0.97,0.59,1227
MSC02,0.96,0.77,1227
MSC03,0.97,0.74,1227
MSC04,1.0,0.68,1227
MSC05,0.99,0.7,1227
MSC06,0.96,0.78,1227
MSC07,1.0,0.69,1227
MSC10,0.94,0.63,1227
MSC01,0.99,0.59,1237
MSC02,0.96,0.73,1237
MSC03,0.96,0.77,1237
MSC04,0.95,0.67,1237
MSC05,0.99,0.69,1237
MSC06,0.97,0.74,1237
MSC07,0.97,0.79,1237
MSC10,0.94,0.56,1237
MSC01,0.95,0.63,1248
MSC02,0.94,0.82,1248
MSC03,0.95,0.69,1248
MSC04,0.97,0.76,1248
MSC05,0.99,0.78,1248
MSC06,0.97,0.78,1248
MSC07,0.97,0.79,1248
MSC10,0.96,0.59,1248
MSC01,0.99,0.64,1258
MSC02,0.96,0.77,1258
MSC03,0.95,0.75,1258
MSC04,0.99,0.61,1258
MSC05,0.97,0.73,1258
MSC06,0.96,0.77,1258
MSC07,0.99,0.77,1258
MSC10,0.95,0.68,1258
MSC01,0.99,0.62,1269
MSC02,0.95,0.76,1269
MSC03,0.94,0.74,1269
MSC04,0.99,0.67,1269
MSC05,0.99,0.71,1269
MSC06,0.97,0.8,1269
MSC07,0.94,0.76,1269
MSC10,0.93,0.66,1269
MSC01,0.99,0.57,1280
MSC02,0.97,0.77,1280
MSC03,0.97,0.78,1280
MSC04,0.99,0.69,1280
MSC05,0.99,0.75,1280
MSC06,0.93,0.83,1280
MSC07,0.99,0.77,1280
MSC10,0.95,0.67,1280
MSC01,0.96,0.6,1291
MSC02,0.96,0.8,1291
MSC03,0.9,0.76,1291
MSC04,0.97,0.71,1291
MSC05,0.99,0.58,1291
MSC06,0.96,0.76,1291
MSC07,0.97,0.81,1291
MSC10,0.94,0.72,1291
MSC01,0.96,0.64,1302
MSC02,0.99,0.81,1302
MSC03,0.96,0.73,1302
MSC04,0.97,0.62,1302
MSC05,0.99,0.7,1302
MSC06,0.99,0.85,1302
MSC07,0.96,0.79,1302
MSC10,0.95,0.61,1302
MSC01,0.91,0.58,1313
MSC02,0.99,0.7,1313
MSC03,0.97,0.71,1313
MSC04,0.99,0.64,1313
MSC05,1.0,0.72,1313
MSC06,0.93,0.76,1313
MSC07,0.99,0.7,1313
MSC10,0.95,0.57,1313
MSC01,0.96,0.53,1325
MSC02,0.96,0.65,1325
MSC03,0.95,0.75,1325
MSC04,0.96,0.78,1325
MSC05,1.0,0.73,1325
MSC06,0.97,0.75,1325
MSC07,0.99,0.77,1325
MSC10,0.96,0.69,1325
MSC01,0.95,0.54,1336
MSC02,0.99,0.69,1336
MSC03,0.94,0.77,1336
MSC04,0.97,0.74,1336
MSC05,0.99,0.65,1336
MSC06,0.99,0.81,1336
MSC07,0.96,0.75,1336
MSC10,0.93,0.6,1336
MSC01,0.96,0.59,1347
MSC02,0.99,0.71,1347
MSC03,0.9,0.7,1347
MSC04,0.97,0.63,1347
MSC05,0.99,0.68,1347
MSC06,0.95,0.79,1347
MSC07,0.97,0.77,1347
MSC10,0.93,0.6,1347
MSC01,0.99,0.65,1359
MSC02,0.97,0.79,1359
MSC03,0.95,0.74,1359
MSC04,0.97,0.76,1359
MSC05,0.99,0.73,1359
MSC06,0.95,0.76,1359
MSC07,0.99,0.77,1359
MSC10,0.97,0.66,1359
MSC01,0.97,0.6,1370
MSC02,0.99,0.81,1370
MSC03,0.96,0.79,1370
MSC04,0.96,0.68,1370
MSC05,0.97,0.74,1370
MSC06,0.95,0.71,1370
MSC07,1.0,0.77,1370
MSC10,0.93,0.68,1370
MSC01,1.0,0.55,1382
MSC02,0.96,0.62,1382
MSC03,0.94,0.78,1382
MSC04,0.95,0.62,1382
MSC05,0.97,0.66,1382
MSC06,0.97,0.78,1382
MSC07,0.97,0.77,1382
MSC10,0.95,0.59,1382
MSC01,1.0,0.58,1394
MSC02,0.96,0.65,1394
MSC03,0.91,0.75,1394
MSC04,0.99,0.7,1394
